Name	MOA	Target	Phase
tozasertib	Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor	AURKA, AURKB, AURKC, LCK	Phase 2
TP-003	GABA receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5	Preclinical
TP-0903	AXL kinase inhibitor	AXL	Preclinical
TPCA-1	IKK inhibitor	IKBKB	Preclinical
TPPS4			Phase 1
tracazolate	GABA receptor modulator	GABRA1	Phase 2
TRAM-34	potassium channel antagonist	KCNN4	Preclinical
TRAM-39	calcium-activated potassium channel activator	KCNN4	Preclinical
tramadol	norepinephrine reputake inhibitor, opioid receptor agonist, serotonin reuptake inhibitor	CHRFAM7A, CHRM3, GRIN3A, HTR2C, OPRD1, OPRK1, OPRM1, SLC6A2, SLC6A4	Launched
trametinib	MEK inhibitor	MAP2K1, MAP2K2	Launched
tramiprosate	beta amyloid protein neurotoxicity inhibitor	APP	Phase 3
trandolapril	angiotensin converting enzyme inhibitor	ACE	Launched
tranexamic-acid	antifibrinolytic, plasminogen activator inhibitor	PLG	Launched
tranilast	angiogenesis inhibitor	HPGDS, HRH1	Launched
trans-10,cis-12-Conjugated-linoleic-acid			Launched
trans-2-Undecenoic-acid			Preclinical
trans-4-[8-(3-Fluorophenyl)-1,7-naphthyridin-6-yl]cyclohexanecarboxylic-acid			Preclinical
trans-4-Hydroxycrotonic-acid	gamma hydroxybutyric acid ligand		Preclinical
trans-4-Methoxycinnamic-acid			Preclinical
tranylcypromine	monoamine oxidase inhibitor	KDM1A, MAOA, MAOB	Launched
trap-101	nociceptin/orphanin FQ receptor antagonist, opioid receptor antagonist	OPRL1	Preclinical
trapidil	PDGFR tyrosine kinase receptor inhibitor	PDGFRA	Launched
travoprost	prostanoid receptor agonist	PTGFR	Launched
traxoprodil	glutamate receptor antagonist	GRIN2B	Phase 2
trazodone	adrenergic receptor antagonist, serotonin receptor antagonist, serotonin reuptake inhibitor	ADRA1A, ADRA2A, HRH1, HTR1A, HTR2A, HTR2B, HTR2C, SLC6A4	Launched
trebenzomine			Phase 2
trelagliptin	dipeptidyl peptidase inhibitor	DPP4	Launched
tremorine	acetylcholine receptor agonist		Preclinical
treosulfan	DNA synthesis inhibitor		Launched
trepibutone	cholinergic receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4	Launched
trequinsin	phosphodiesterase inhibitor	PDE5A	Phase 1
tretazicar	DNA replication inhibitor	NQO2	Phase 2
tretinoin	retinoid receptor agonist, retinoid receptor ligand	ALDH1A1, ALDH1A2, GPRC5A, NR0B1, NR2C2, PPARD, RARA, RARB, RARG, RARRES1, RORB, RORC, RXRB, RXRG	Launched
triacetin			Launched
triamcinolone	glucocorticoid receptor agonist	NR3C1, SERPINA6	Launched
triamcinolone-acetonide	glucocorticoid receptor agonist, immunosuppressant	NR3C1	Launched
triamterene	sodium channel blocker	SCNN1A, SCNN1B, SCNN1D, SCNN1G	Launched
triapine	ribonucleotide reductase inhibitor	RRM1, RRM2	Phase 2
triazolam	GABA benzodiazepine site receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO	Withdrawn
tribenoside	anti-inflammatory agent, capillary stabilizing agent		Launched
tribomsalan			Preclinical
tribromoethanol	analgesic agent		Preclinical
tributyrin	HDAC inhibitor		Phase 1
tricaprylin			Launched
trichlormethiazide	chloride channel blocker	ATP1A1, CA1, CA2, CA4, SLC12A1, SLC12A3	Launched
trichlormethine	DNA alkylating agent		Preclinical
trichloroacetic-acid			Launched
trichloroethylene			Preclinical
trichostatin-a	HDAC inhibitor	HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	Preclinical
triciribine	AKT inhibitor	AKT1, AKT2, AKT3	Phase 1/Phase 2
triclabendazole	microtubule inhibitor	DNMT1	Launched
triclocarban	other antibiotic		Launched
triclosan	antibacterial agent	DNMT1	Launched
tridihexethyl	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3	Launched
trientine	chelating agent	CA14	Launched
trifluoperazine	dopamine receptor antagonist	ADRA1A, CALM1, CALY, DRD2, DRD4, HRH1, HTR2A, HTR2C, S100A4, TNNC1	Launched
triflupromazine	dopamine receptor antagonist	CHRM1, CHRM2, DRD1, DRD2, HTR2B	Launched
trifluridine	DNA directed DNA polymerase inhibitor, thymidylate synthase inhibitor	TYMS	Launched
triflusal	cyclooxygenase inhibitor, platelet aggregation inhibitor, thromboxane synthase inhibitor	NFKB1, NOS2, PDE10A, PTGS1	Launched
trigonelline			Phase 1
trihexyphenidyl	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	Launched
trilostane	3beta-hydroxy-delta5-steroid dehydrogenase inhibitor	ESR1, ESR2, HSD3B1, HSD3B2	Launched
TRIM			Preclinical
trimebutine	opioid receptor agonist	OPRD1, OPRK1, OPRM1	Launched
trimeprazine	histamine receptor ligand, histamine receptor antagonist	HRH1	Launched
trimetazidine	3-ketoacyl CoA thiolase inhibitor	ACAA2	Launched
trimethadione	oxazolidine antiepileptic	CACNA1G, CACNA1H, CACNA1I	Launched
trimethobenzamide	histamine receptor antagonist	DRD2	Launched
trimethoprim	dihydrofolate reductase inhibitor	DHFR, TYMS	Launched
trimethoquinol	adrenergic receptor antagonist	ADRB2, ADRB3	Launched
trimethylolpropane-triacrylate			Preclinical
trimetozine	sedative		Launched
trimipramine	norepinephrine reputake inhibitor, tricyclic antidepressant	ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR1D, HTR2A, HTR2C, HTR3A, SLC6A2, SLC6A3, SLC6A4	Launched
trioxsalen	DNA synthesis inhibitor		Launched
tripelennamine	histamine receptor antagonist	HRH1	Launched
triprolidine	histamine receptor antagonist	HRH1	Launched
triptan	serotonin receptor agonist	HTR1B, HTR1D	Phase 1
triptolide	RNA polymerase inhibitor	RELA	Phase 3
triptorelin	gonadotropin releasing factor hormone receptor agonist	GNRHR	Launched
troclosene			Launched
trofinetide	cytokine production inhibitor	IFNG, IL6, TNF	Phase 2
troglitazone	insulin sensitizer, PPAR receptor agonist	ACSL4, ESRRA, ESRRG, PPARG, SERPINE1, SLC29A1, TRPM3	Withdrawn
troleandomycin	protein synthesis inhibitor		Launched
trolox	antioxidant		Launched
tromaril	prostanoid receptor antagonist		Launched
trometamol		AMD1, CANT1, DCN, NEIL1, VEGFA	Launched
tropanyl-3,5-dimethylbenzoate	serotonin receptor antagonist	HTR3A, HTR3B	Preclinical
tropesin	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
tropicamide	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4	Launched
tropisetron	serotonin receptor antagonist	GLRA1, GLRA2, GLRB, HTR3A, HTR4	Launched
trospium	acetylcholine receptor antagonist	CHRM1	Launched
trovafloxacin	bacterial DNA gyrase inhibitor	TOP2A	Withdrawn
troventol			Phase 1
trovirdine	non-nucleoside reverse transcriptase inhibitor		Phase 1
troxerutin	antioxidant		Launched
troxipide	glucosamine synthetase stimulant		Launched
TRV130	opioid receptor agonist	OPRM1	Phase 3
tryptanthrin	cyclooxygenase inhibitor	IDO1	Preclinical
tryptophan	serotonin receptor partial agonist	CASR, IDO1, SLC36A1, WARS, WARS2	Launched
TTNPB	retinoid receptor agonist	RARA, RARB, RARG	Phase 1
TTP-22	casein kinase inhibitor	CSNK2A1	Preclinical
TU-2100			Phase 2
tuaminoheptane			Launched
tubastatin-a	HDAC inhibitor	HDAC6	Preclinical
tubocurarine	acetylcholine receptor antagonist	ACHE, CHRNA2, HTR3A, HTR3B, KCNN1, KCNN2, KCNN3, ZACN	Launched
tucatinib	EGFR inhibitor	ERBB2	Phase 2
TUG-770	free fatty acid receptor agonist	FFAR1	Preclinical
TUG-891	free fatty acid receptor agonist	FFAR4	Preclinical
tulobuterol	adrenergic receptor agonist	ADRB2	Launched
TW-37	BCL inhibitor	BCL2, BCL2L1, MCL1	Preclinical
TWS-119	glycogen synthase kinase inhibitor	GSK3B, JUN, MYC	Preclinical
TXA127	angiotensin receptor agonist		Phase 2
TY-52156	sphingosine 1-phosphate receptor antagonist	S1PR3	Preclinical
tylosin	protein synthesis inhibitor		Launched
tyloxapol	NFkB pathway inhibitor	LPL, NFKB2	Launched
tymazoline			Launched
tyrphostin-AG-1296	FLT3 inhibitor	FLT3	Preclinical
tyrphostin-AG-1478	EGFR inhibitor	EGFR, MAPK14	Preclinical
tyrphostin-AG-18	EGFR inhibitor, tyrosine kinase inhibitor	EGFR	Preclinical
tyrphostin-AG-494	EGFR inhibitor	EGFR	Preclinical
tyrphostin-AG-825	protein tyrosine kinase inhibitor	ERBB2	Preclinical
tyrphostin-AG-835	protein tyrosine kinase inhibitor	EGFR	Preclinical
tyrphostin-AG-879	tyrosine kinase inhibitor	ERBB2, KDR, NTRK1	Preclinical
tyrphostin-AG-99	tyrosine kinase inhibitor	EGFR	Preclinical
tyrphostin-A9	protein tyrosine kinase inhibitor, tyrosine kinase inhibitor		Preclinical
U-0124	MEK inhibitor		Preclinical
U-0126	MEK inhibitor	AKT1, CHEK1, GSK3B, LCK, MAP2K1, MAP2K2, MAP2K7, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1	Preclinical
U-0521	catechol O methyltransferase inhibitor	COMT	Preclinical
U-104	carbonic anhydrase inhibitor	CA1, CA12, CA2, CA9	Preclinical
U-18666A	oxidosqualene cyclase inhibitor		Preclinical
U-50488-(-)	opioid receptor agonist	OPRK1	Preclinical
U-54494A	opioid receptor agonist	OPRK1	Preclinical
U-75799E	growth hormone releasing factor agonist	GHSR	Phase 1
U-99194	dopamine receptor antagonist	DRD3	Preclinical
UAMC-00039	dipeptidyl peptidase inhibitor	DPP4, DPP7	Preclinical
UB-165	acetylcholine receptor agonist	CHRNA3, CHRNA4, CHRNB2	Preclinical
ubenimex	leukotriene synthesis inhibitor	LTA4H, RNPEP	Launched
UBP-296	glutamate receptor antagonist	GRIK1	Preclinical
UBP-302	glutamate receptor antagonist	GRIK1	Preclinical
UBP-310	glutamate receptor antagonist	GRIK1, GRIK5	Preclinical
UC-112	XIAP inhibitor	XIAP	Preclinical
UCL-2077	slow afterhyperpolarization channel blocker		Preclinical
UF-010	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC8	Preclinical
ufenamate	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
UH-232-(+)	dopamine receptor antagonist	DRD2, DRD3, DRD4, HTR1A	Preclinical
UK-356618	metalloproteinase inhibitor	MMP13, MMP14, MMP2, MMP3, MMP9	Preclinical
UK-383367	Procollagen C-Endopeptidase Inhibitors	BMP1	Phase 1
UK-5099	monocarboxylate transporter inhibitor	SLC16A1	Preclinical
ulifloxacin			Launched
ulipristal	progesterone receptor antagonist	PGR	Launched
umeclidinium	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3	Launched
UNBS-5162	CC chemokine receptor antagonist		Phase 1
UNC-2327	protein arginine N-methyltransferase inhibitor	PRMT3	Preclinical
UNC-3230	phosphatidyl-inositol activator	PIP5K1C	Preclinical
UNC-926	MBT inhibitor	L3MBTL1	Preclinical
UNC0224	histone lysine methyltransferase inhibitor	EHMT1, EHMT2	Preclinical
UNC0321	histone lysine methyltransferase inhibitor	EHMT2	Preclinical
UNC0631	histone lysine methyltransferase inhibitor	EHMT2	Preclinical
UNC0638	histone lysine methyltransferase inhibitor	EHMT1, EHMT2	Preclinical
UNC0642	histone lysine methyltransferase inhibitor	EHMT1, EHMT2	Preclinical
UNC0646	histone lysine methyltransferase inhibitor	EHMT2	Preclinical
UNC0737	histone lysine methyltransferase inhibitor	EHMT1, EHMT2	Preclinical
UNC1215	L3MBTL antagonist	L3MBTL3	Preclinical
UNC1999	histone lysine methyltransferase inhibitor	EZH2	Preclinical
UNC2025	MER tyrosine kinase inhibitor, FLT3 inhibitor	FLT3, MERTK	Preclinical
UNC2250	MER tyrosine kinase inhibitor	MERTK	Preclinical
UNC669	L3MBTL antagonist	L3MBTL1	Preclinical
undecylenic-acid	other antifungal		Launched
UPF-1069	PARP inhibitor	PARP2	Preclinical
uprosertib	AKT inhibitor	AKT1, AKT2, AKT3	Phase 2
uracil		DPYD, UCKL1	Launched
uracil-mustard	DNA synthesis inhibitor		Launched
urapidil	adrenergic receptor antagonist	HTR1A	Launched
URB597	FAAH inhibitor	FAAH, FAAH2, TRPA1	Phase 1
urea	hydroxy radical formation stimulant	ARG1, CA2, CTNNB1	Launched
urethane	local anesthetic		Preclinical
uric-acid		PYGL	Phase 3
uridine	dopamine receptor agonist	LSM6, TYMP	Phase 2
uridine-triacetate			Launched
uridine-5'-triphosphate	purinergic receptor activator	P2RY11, P2RY2, P2RY4, P2RY6, UCK2	Launched
URMC-099	mixed lineage kinase inhibitor	CDKL2, DAPK3, FLT3, LRRK2, MAP3K10, MAP3K11, MAP3K2, MAP3K9, SRPK2	Preclinical
ursodeoxycholyltaurine	cholesterol inhibitor		Phase 2
ursodiol	nuclear factor erythroid derived, like (NRF2) activator	NR1H4	Launched
ursolic-acid	ATPase inhibitor, NFkB pathway inhibitor, STAT inhibitor	HSD11B1, PLA2G1B, PTPN1, PYGM	Phase 1
usniacin-(+)	MAP kinase activator	PTPN1	Preclinical
V-51	adrenergic receptor antagonist		Phase 1
val		BCAT1, PCCB, VARS	Phase 2
valaciclovir	DNA polymerase inhibitor		Launched
valdecoxib	cyclooxygenase inhibitor	CA12, PTGS2	Withdrawn
valethamate	acetylcholine receptor antagonist	CHRM1, CHRM4, CHRM5	Launched
valganciclovir	DNA synthesis inhibitor		Launched
valnemulin	bacterial 50S ribosomal subunit inhibitor		Launched
valnoctamide	arachidonic acid acylation inhibitor, benzodiazepine receptor agonist		Phase 3
valproic-acid	HDAC inhibitor	ABAT, ACADSB, ALDH5A1, HDAC1, HDAC2, HDAC9, OGDH, SCN10A, SCN11A, SCN1A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN7A, SCN8A, SCN9A	Launched
valpromide	epoxide hydolase inhibitor		Launched
valrocemide			Phase 2
valrubicin	DNA inhibitor, topoisomerase inhibitor	TOP2A	Launched
valsartan	angiotensin receptor antagonist	AGTR1	Launched
valspodar	P glycoprotein inhibitor	ABCB1	Phase 3
vancomycin	bacterial cell wall synthesis inhibitor		Launched
vandetanib	EGFR inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor	EGFR, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERBB2, ERBB3, ERBB4, FLT1, FLT4, KDR, PTK6, RET, SRC, TEK, VEGFA	Launched
vanillin		ABAT, ALDH5A1	Preclinical
vanillylacetone			Preclinical
vanitiolide			Preclinical
vanoxerine	dopamine uptake inhibitor	SLC6A3	Phase 3
vardenafil	phosphodiesterase inhibitor	PDE5A, PDE6G, PDE6H	Launched
varenicline	acetylcholine receptor agonist	CHRNA3, CHRNA4, CHRNA6, CHRNA7	Launched
varespladib	secretory phospholipase inhibitor	PLA2G2A	Phase 3
vasopressin	vasopressin receptor agonist	AVPR1A, AVPR1B, AVPR2, OXTR	Launched
vatalanib	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	EGFR, FLT1, FLT4, KDR, PDGFRB	Phase 3
VBY-825	cathepsin inhibitor	CTSB, CTSL, CTSS	Preclinical
VCH-916	HCV inhibitor		Phase 1
VE-821	ATR kinase inhibitor	ATR	Preclinical
VE-822	ATR kinase inhibitor	ATM, ATR, MTOR, PIK3CG	Phase 2
vecuronium	acetylcholine receptor antagonist	CHRNA2	Launched
veliflapon	leukotriene synthesis inhibitor	ALOX5AP	Phase 3
veliparib	PARP inhibitor	PARP1, PARP2	Phase 3
velneperit	neuropeptide receptor antagonist	NPY5R	Phase 2
vemurafenib	RAF inhibitor	BRAF, RAF1	Launched
venetoclax	BCL inhibitor	BCL2	Launched
venlafaxine	adrenergic inhibitor, norepinephrine reuptake inhibitor, serotonin–norepinephrine reuptake inhibitor (SNRI)	SLC6A2, SLC6A3, SLC6A4	Launched
VER-155008	HSP inhibitor	HSPA1A	Preclinical
VER-49009	HSP inhibitor	HSP90AA1	Preclinical
verapamil	calcium channel blocker	CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1I, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CYP3A4, KCNA10, KCNA7, KCNH2, KCNJ11, NALCN, SCN5A, SLC29A4, SLC6A4	Launched
verbascoside	PKC inhibitor, NFkB pathway inhibitor		Phase 2/Phase 3
vercirnon	CC chemokine receptor antagonist	CCR9	Phase 3
verinurad	urate transporter inhibitor	SLC22A12	Phase 2
vernakalant	potassium channel blocker	KCNA5	Launched
verteporfin	photosensitizing agent		Launched
verubulin	tubulin polymerization inhibitor	TUBB	Phase 2
vesamicol	acetylcholinesterase inhibitor	SLC18A3	Preclinical
vesnarinone	phosphodiesterase inhibitor	KCNH2, PDE3A	Launched
VGX-1027	tumor necrosis factor receptor antagonist	TLR4	Phase 1
vicriviroc	CC chemokine receptor antagonist	CCR5	Phase 3
vidarabine	antiviral	ADA	Launched
vigabatrin	GABA aminotransferase inhibitor	ABAT, GABBR1, SLC32A1	Launched
vilanterol	adrenergic receptor agonist	ADRB2	Launched
vilazodone	serotonin reuptake inhibitor	DRD2, DRD3, HRH1, HTR1A, HTR4, SLC6A4	Launched
vildagliptin	dipeptidyl peptidase inhibitor	DPP4	Launched
viloxazine	norepinephrine reuptake inhibitor	SLC6A2	Launched
vinblastine	microtubule inhibitor, tubulin polymerization inhibitor	JUN, TUBA1A, TUBB, TUBD1, TUBE1, TUBG1	Launched
vinburnine	adrenergic receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4	Launched
vincamine	adrenergic receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4	Withdrawn
vincristine	tubulin polymerization inhibitor	TUBA4A, TUBB	Launched
vindesine	tubulin polymerization inhibitor	TUBB, TUBB1	Launched
vinflunine	microtubule inhibitor		Launched
vinorelbine	tubulin polymerization inhibitor	TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8	Launched
vinpocetine	phosphodiesterase inhibitor, sodium channel blocker	PDE1A, PDE1C	Launched
viomycin	protein synthesis inhibitor		Launched
vipadenant	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3	Phase 1
vismodegib	hedgehog pathway inhibitor, smoothened receptor antagonist	SMO	Launched
vitamin-b12			Launched
vitamin-E	PKC inhibitor, LDL oxidation inhibitor	ALOX5, DGKA, NR1I2, PPP2CA, PPP2CB, PRKCA, PRKCB, SEC14L2, SEC14L3, SEC14L4	Phase 2/Phase 3
VLX-600	antitumor agent	TP53	Phase 1
VLX600	ubiquitin C-terminal hydrolase inhibitor	USP14	Phase 1
voglibose	glucosidase inhibitor	MGAM	Launched
volasertib	PLK inhibitor	PLK1	Phase 3
volinanserin	serotonin receptor antagonist	HTR2A, HTR2B, HTR2C, KCNH2	Phase 3
vonoprazan	potassium-competitive acid antagonist	ATP4A	Launched
vorapaxar	thrombin receptor antagonist	F2R	Launched
voreloxin	topoisomerase inhibitor	TOP2A	Phase 3
voriconazole	cytochrome P450 inhibitor	CYP2C19, CYP2C9, CYP3A4, CYP3A5, PTGS1	Launched
vorinostat	HDAC inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9	Launched
vortioxetine	serotonin receptor agonist, serotonin receptor antagonist	HTR1A, HTR1B, HTR2A, HTR2C, HTR3A, HTR5A, HTR6, HTR7, SLC6A4	Launched
voxtalisib	mTOR inhibitor, PI3K inhibitor	MTOR, PIK3CA	Phase 2
VP-20629	beta amyloid antagonist	PLA2G2E, SLC36A1	Phase 1
VS-4718	focal adhesion kinase inhibitor		Phase 1
VT-464	cytochrome P450 inhibitor	CYP17A1	Phase 2
VTP-27999	renin inhibitor	REN	Phase 1
VU-0240551	potassium/chloride cotransporter inhibitor	SLC12A5	Preclinical
VU-0364739	phospholipase inhibitor	PLD2	Preclinical
VU-0422288	glutamate receptor allosteric modulator	GRM3	Preclinical
VU-152100	acetylcholine receptor allosteric modulator	CHRM4	Preclinical
VUF10166	serotonin receptor antagonist	HTR3A, HTR3B	Preclinical
VUF10460	histamine receptor agonist	HRH4	Preclinical
VUF11207	CC chemokine receptor agonist	ACKR3	Preclinical
VU0155069	phospholipase inhibitor	PLD1	Preclinical
VU0238429	acetylcholine receptor allosteric modulator	CHRM5	Preclinical
VU0357121	glutamate receptor positive allosteric modulator	GRM5	Preclinical
VU0360172	glutamate receptor positive allosteric modulator	GRM5	Preclinical
VU0361737	glutamate receptor positive allosteric modulator	GRM4	Preclinical
VU0364439	glutamate receptor positive allosteric modulator	GRM4	Preclinical
VU0364770	glutamate receptor positive allosteric modulator	GRM4	Preclinical
VU10010	acetylcholine receptor allosteric modulator	CHRM4	Preclinical
VU1545	glutamate receptor positive allosteric modulator	GRM5	Preclinical
VU29	glutamate receptor potentiator	GRM5	Preclinical
VU591	potassium channel blocker	KCNJ1	Preclinical
VX-11e	MAP kinase inhibitor	MAPK1	Preclinical
VX-222	HCV inhibitor		Phase 2
VX-702	p38 MAPK inhibitor	MAPK11, MAPK12, MAPK14	Phase 2
VX-745	p38 MAPK inhibitor	MAPK11, MAPK12, MAPK14	Phase 2
VX-765	caspase inhibitor	CASP1	Phase 2
W-54011	anaphylatoxin chemotactic receptor antagonist	C5AR1	Preclinical
walrycin-b	transcriptional regulatory protein WalR		Preclinical
warfarin	vitamin K antagonist	VKORC1	Launched
WAY-100635	serotonin receptor antagonist	HTR1A	Phase 1
WAY-161503	serotonin receptor agonist	HTR2C	Preclinical
WAY-170523	metalloproteinase inhibitor	MMP13	Preclinical
WAY-200070	estrogen receptor agonist	ERBB2, ERBB3, ERBB4, ESR2	Preclinical
WAY-207024	gonadotropin releasing factor hormone receptor antagonist	GNRHR, HRH2, TACR2	Preclinical
WAY-208466	serotonin receptor agonist	DRD2, HTR2A, HTR2C, HTR6, HTR7	Preclinical
WAY-213613	glutamate inhibitor	SLC1A2	Preclinical
WAY-316606	secreted frizzled related protein inhibitor	SFRP1	Preclinical
WAY-362450	FXR agonist	NR1H4	Phase 1
WAY-600	mTOR inhibitor	MTOR	Preclinical
WAY-629	serotonin receptor agonist	HTR2C	Preclinical
WB-4101	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR1A	Preclinical
WDR5-0103	histone lysine methyltransferase inhibitor	WDR5	Preclinical
WEHI-345-analog	src inhibitor		Preclinical
WH-4-023	src inhibitor	LCK, SRC	Preclinical
WHI-P154	JAK inhibitor	EGFR, JAK1, JAK2, JAK3	Preclinical
WIKI4	Wnt pathway inhibitor, tankyrase inhibitor	TNKS2	Preclinical
WIN-18446	aldehyde dehydrogenase inhibitor	ALDH1A2	Preclinical
WIN-64338	bradykinin receptor antagonist	BDKRB2	Preclinical
wiskostatin	neural Wiskott-Aldrich syndrome protein inhibitor, actin related protein inhibitor	WAS, WASL	Preclinical
wnt-c59	porcupine inhibitor	PORCN	Preclinical
wortmannin	PI3K inhibitor	PI4KA, PI4KB, PIK3CA, PIK3CD, PIK3CG, PIK3R1, PLK1, PRKDC	Preclinical
WP1066	STAT inhibitor	STAT3	Phase 1
WP1130	deubiquitinase inhibitor	JAK2, UCHL5, USP14, USP9X	Preclinical
WR99210	dihydrofolate reductase inhibitor	TYMS	Preclinical
WWL-113	carboxylesterase inhibitor	CES3	Preclinical
