genes,smB_S1R1,smB_S1R2,smB_S1R3,smB_S1R4,smB_S2R1,smB_S2R2,smB_S2R3
ENSG00000255510,0,0,0,0,0,0,0
ENSG00000255511,0,0,0,0,0,0,0
ENSG00000255512,0,0,0,0,0,0,0
ENSG00000255513,0,0,0,0,0,0,0
ENSG00000255514,0,0,0,0,0,0,0
ENSG00000255515,0,0,0,0,0,0,0
ENSG00000255516,0,0,0,0,0,0,0
ENSG00000255517,14,6,11,12,15,6,7
ENSG00000255519,0,0,0,0,0,0,0
ENSG00000255520,2,0,4,0,0,0,0
ENSG00000255521,0,2,0,20,16,0,5
ENSG00000255522,0,0,0,0,0,0,0
ENSG00000255523,0,0,2,0,0,3,0
ENSG00000255524,2,1,0,0,0,1,1
ENSG00000255525,0,0,0,0,0,0,0
ENSG00000255526,0,0,0,0,0,0,0
ENSG00000255527,0,0,0,0,0,0,0
ENSG00000255528,0,0,0,0,0,0,0
ENSG00000255529,523,650,392,550,487,511,313
ENSG00000255530,0,0,0,0,0,0,0
ENSG00000255531,0,0,0,0,0,0,0
ENSG00000255532,0,0,0,0,0,0,0
ENSG00000255533,0,0,0,0,0,3,0
ENSG00000255534,0,0,0,0,0,0,0
ENSG00000255535,0,0,0,0,0,0,0
ENSG00000255536,0,0,0,0,0,0,0
ENSG00000255537,0,0,0,0,0,0,0
ENSG00000255538,0,0,0,0,0,0,0
ENSG00000255539,0,4,0,0,0,0,0
ENSG00000255540,0,0,0,0,0,0,0
ENSG00000255541,0,0,0,0,0,0,0
ENSG00000255542,0,0,0,0,0,0,0
ENSG00000255543,0,0,0,0,0,0,0
ENSG00000255544,0,0,0,0,0,0,0
ENSG00000255545,0,0,0,0,0,0,0
ENSG00000255547,0,0,0,0,0,0,0
ENSG00000255548,0,0,0,0,0,0,0
ENSG00000255549,0,0,0,0,0,0,0
ENSG00000255550,0,0,0,0,0,0,0
ENSG00000255551,0,0,0,0,0,0,0
ENSG00000255552,0,0,0,1,0,0,0
ENSG00000255553,0,0,0,0,0,0,0
ENSG00000255554,0,0,0,0,0,0,0
ENSG00000255555,0,2,0,0,2,0,0
ENSG00000255556,0,0,0,0,16,0,0
ENSG00000255557,7,12,4,0,11,0,0
ENSG00000255558,0,0,0,0,0,0,0
ENSG00000255559,2,1,2,0,0,0,8
ENSG00000255560,0,0,0,0,0,0,0
ENSG00000255561,96,50,81,36,54,76,49
ENSG00000255562,0,0,0,0,1,0,0
ENSG00000255563,0,0,0,0,0,0,0
ENSG00000255565,0,0,0,2,0,4,0
ENSG00000255566,5,5,14,0,1,0,5
ENSG00000255568,0,0,0,0,2,0,2
ENSG00000255569,0,0,0,0,0,0,0
ENSG00000255571,20,57,10,0,15,33,6
ENSG00000255572,0,0,0,0,0,0,0
ENSG00000255575,0,0,0,0,0,0,0
ENSG00000255580,0,0,0,0,0,0,0
ENSG00000255581,0,0,0,0,0,0,0
ENSG00000255582,0,0,0,0,0,0,0
ENSG00000255583,0,0,0,0,0,0,0
ENSG00000255585,59,19,9,7,51,35,30
ENSG00000255587,5,9,1,8,13,24,6
ENSG00000255595,20,2,6,14,88,120,25
ENSG00000255599,0,0,0,0,0,0,0
ENSG00000255605,6,3,0,0,0,0,0
ENSG00000255606,0,0,0,0,0,0,0
ENSG00000255608,0,0,0,0,0,0,4
ENSG00000255618,0,0,0,0,0,0,0
ENSG00000255621,0,0,8,0,0,0,0
ENSG00000255622,0,0,0,0,0,2,0
ENSG00000255624,45,97,18,43,39,45,41
ENSG00000255627,0,1,0,0,0,0,0
ENSG00000255628,0,0,0,0,0,0,0
ENSG00000255629,0,0,0,0,0,0,0
ENSG00000255633,0,0,0,0,0,1,0
ENSG00000255639,0,0,0,0,0,0,0
ENSG00000255641,0,0,0,0,0,0,0
ENSG00000255642,6,5,3,2,3,4,0
ENSG00000255644,0,0,0,0,0,0,0
ENSG00000255647,1,0,0,5,0,0,0
ENSG00000255648,0,0,0,0,0,0,0
ENSG00000255649,0,0,0,0,0,0,0
ENSG00000255650,1,1,3,5,0,3,1
ENSG00000255652,0,0,0,0,0,0,0
ENSG00000255653,0,0,0,0,0,0,0
ENSG00000255655,0,2,0,0,4,0,0
ENSG00000255660,0,0,0,0,0,0,0
ENSG00000255663,0,1,0,0,0,0,0
ENSG00000255664,0,0,0,0,0,0,0
ENSG00000255666,16,0,0,0,0,36,0
ENSG00000255669,2,3,1,1,0,0,2
ENSG00000255670,33,1,4,4,10,6,12
ENSG00000255671,0,0,0,0,0,0,0
ENSG00000255672,4,0,0,0,0,0,0
ENSG00000255679,0,0,0,0,0,0,0
ENSG00000255680,0,1,0,0,1,0,0
ENSG00000255686,0,0,0,0,0,0,0
ENSG00000255689,0,0,0,0,0,0,0
ENSG00000255690,0,0,0,0,0,0,0
ENSG00000255692,0,0,0,0,0,0,0
ENSG00000255693,0,0,0,0,0,0,0
ENSG00000255700,0,0,0,0,0,0,0
ENSG00000255703,0,0,0,12,0,0,2
ENSG00000255704,0,0,0,0,0,0,0
ENSG00000255710,22,13,7,6,15,21,3
ENSG00000255713,0,0,0,0,0,0,0
ENSG00000255714,0,0,0,0,0,0,0
ENSG00000255717,1342,1437,1013,1351,1204,912,1153
ENSG00000255723,2,3,0,2,2,1,1
ENSG00000255725,0,0,0,0,0,1,2
ENSG00000255726,0,0,0,0,0,0,0
ENSG00000255727,0,0,0,0,0,0,0
ENSG00000255730,0,0,0,0,0,0,0
ENSG00000255733,373,622,278,275,73,68,104
ENSG00000255734,0,0,0,0,0,0,0
ENSG00000255737,0,1,0,1,2,0,0
ENSG00000255741,3,0,4,1,10,1,1
ENSG00000255745,0,0,0,0,0,0,0
ENSG00000255746,0,0,0,0,0,0,0
ENSG00000255749,0,0,0,0,0,0,0
ENSG00000255750,17,37,26,16,8,1,17
ENSG00000255753,1,0,0,0,2,0,0
ENSG00000255757,0,0,0,0,0,0,0
ENSG00000255760,175,127,329,298,171,186,328
ENSG00000255763,0,0,2,0,0,0,0
ENSG00000255769,1,0,0,6,10,0,0
ENSG00000255772,16,0,1,0,0,0,0
ENSG00000255774,0,0,0,0,0,0,0
ENSG00000255775,0,0,0,0,0,0,0
ENSG00000255776,0,0,0,0,0,0,0
ENSG00000255780,0,0,0,0,0,0,0
ENSG00000255786,0,0,0,0,6,0,0
ENSG00000255790,25,4,13,19,9,5,4
ENSG00000255794,0,0,0,0,0,0,0
ENSG00000255801,6,1,0,0,0,0,1
ENSG00000255804,0,0,0,0,0,0,1
ENSG00000255807,0,0,0,0,0,0,0
ENSG00000255808,0,0,0,0,0,0,0
ENSG00000255811,0,0,0,0,0,0,0
ENSG00000255814,0,0,0,0,0,0,0
ENSG00000255815,0,0,0,0,0,0,0
ENSG00000255817,0,0,0,0,0,0,0
ENSG00000255819,1,0,1,0,0,0,5
ENSG00000255823,1,16,0,17,12,3,14
ENSG00000255825,2,0,0,0,0,0,0
ENSG00000255829,0,0,0,0,0,0,1
ENSG00000255830,0,0,0,0,0,0,0
ENSG00000255833,0,0,0,0,0,0,4
ENSG00000255835,0,0,0,0,0,0,0
ENSG00000255836,0,1,1,0,3,1,1
ENSG00000255837,28,6,13,5,36,22,13
ENSG00000255838,0,0,0,0,0,0,1
ENSG00000255839,0,0,0,0,0,0,0
ENSG00000255843,3,5,0,0,0,0,5
ENSG00000255845,0,0,0,0,0,0,0
ENSG00000255847,2,0,0,0,0,0,0
ENSG00000255850,0,0,0,0,0,0,0
ENSG00000255851,0,0,0,0,0,0,0
ENSG00000255853,0,0,0,0,0,0,0
ENSG00000255855,0,0,0,0,0,0,0
ENSG00000255856,0,0,0,3,0,0,0
ENSG00000255857,16,17,12,7,1,15,18
ENSG00000255858,18,8,31,52,23,22,1
ENSG00000255860,0,0,0,0,0,0,0
ENSG00000255866,0,0,0,0,0,0,0
ENSG00000255867,8,0,3,3,2,0,2
ENSG00000255870,0,0,0,0,0,0,0
ENSG00000255871,0,0,0,0,0,0,0
ENSG00000255872,0,0,0,0,0,0,0
ENSG00000255874,0,0,0,0,0,0,0
ENSG00000255875,0,1,0,0,0,0,0
ENSG00000255882,8,4,13,0,19,30,11
ENSG00000255883,9,8,14,14,4,3,10
ENSG00000255885,0,0,0,0,0,0,0
ENSG00000255886,0,0,0,0,0,0,0
ENSG00000255892,0,0,0,0,0,0,0
ENSG00000255893,28,36,0,29,49,21,12
ENSG00000255899,0,0,0,0,0,0,0
ENSG00000255900,0,0,0,0,0,0,0
ENSG00000255903,0,0,0,0,0,0,0
ENSG00000255909,0,0,0,0,0,0,0
ENSG00000255910,0,0,0,0,0,0,0
ENSG00000255916,0,0,0,0,0,0,0
ENSG00000255919,0,0,0,0,0,0,0
ENSG00000255920,0,0,0,0,1,0,3
ENSG00000255921,0,0,0,0,0,0,0
ENSG00000255923,0,0,0,0,0,0,0
ENSG00000255928,0,0,4,0,0,2,2
ENSG00000255929,0,0,0,0,0,0,0
ENSG00000255931,0,3,0,0,0,0,0
ENSG00000255933,38,0,21,20,36,9,13
ENSG00000255944,0,0,0,0,0,0,0
ENSG00000255945,0,0,0,0,0,0,0
ENSG00000255946,20,22,17,17,49,1,16
ENSG00000255947,0,0,0,0,0,0,0
ENSG00000255949,0,0,0,0,0,0,0
ENSG00000255951,0,0,0,0,0,0,0
ENSG00000255958,0,0,0,0,0,0,0
ENSG00000255959,0,0,0,0,0,0,0
ENSG00000255960,0,0,0,0,0,0,0
ENSG00000255964,0,0,0,0,0,0,0
ENSG00000255965,0,0,0,3,0,0,1
ENSG00000255966,0,0,0,0,0,0,0
ENSG00000255967,0,0,0,1,0,0,0
ENSG00000255968,33,15,13,18,19,23,19
ENSG00000255970,12,31,5,10,0,0,0
ENSG00000255972,0,0,0,0,0,0,0
ENSG00000255973,0,0,0,0,0,0,0
ENSG00000255974,0,0,0,0,0,0,0
ENSG00000255976,0,0,0,0,0,0,0
ENSG00000255977,0,0,0,0,0,0,0
ENSG00000255980,0,0,0,0,0,0,0
ENSG00000255982,0,0,0,0,0,0,0
ENSG00000255983,0,0,0,0,0,0,0
ENSG00000255986,0,0,0,0,0,0,0
ENSG00000255987,5,0,0,4,0,0,2
ENSG00000255988,0,0,0,0,0,0,0
ENSG00000255991,0,7,0,0,3,0,0
ENSG00000255992,9,4,2,1,1,6,7
ENSG00000255993,0,0,0,0,0,0,0
ENSG00000255995,0,0,0,0,0,0,0
ENSG00000255996,0,0,0,0,0,0,0
ENSG00000255998,0,10,0,0,0,20,0
ENSG00000256001,0,0,0,0,0,0,0
ENSG00000256004,0,0,0,0,0,0,0
ENSG00000256006,0,3,2,1,0,0,1
ENSG00000256007,0,0,0,0,0,0,0
ENSG00000256008,0,0,0,0,0,0,0
ENSG00000256011,0,0,0,0,0,0,0
ENSG00000256013,0,0,0,0,0,0,0
ENSG00000256019,3,6,2,10,17,10,0
ENSG00000256020,11,5,0,0,0,0,0
ENSG00000256021,2,0,1,2,1,0,0
ENSG00000256022,0,0,0,0,0,0,0
ENSG00000256025,0,0,0,0,0,0,0
ENSG00000256028,0,0,0,2,1,0,0
ENSG00000256029,0,0,0,0,0,0,0
ENSG00000256030,4,0,0,0,1,0,1
ENSG00000256034,0,0,0,0,0,0,0
ENSG00000256035,0,0,0,0,0,0,0
ENSG00000256037,0,0,6,8,10,0,8
ENSG00000256039,0,13,10,0,0,0,0
ENSG00000256040,0,0,0,0,0,0,0
ENSG00000256041,0,0,0,0,0,0,0
ENSG00000256043,735,472,296,584,770,838,726
ENSG00000256044,0,0,0,0,0,0,0
ENSG00000256045,2,1,3,3,2,1,5
ENSG00000256053,102,93,97,103,86,59,69
ENSG00000256056,0,0,0,0,1,0,2
ENSG00000256060,17,3,20,24,13,24,31
ENSG00000256061,0,3,0,0,1,1,3
ENSG00000256064,0,0,0,0,0,0,3
ENSG00000256069,0,0,0,27,8,0,2
ENSG00000256070,0,0,0,0,0,0,0
ENSG00000256071,0,0,0,0,0,0,0
ENSG00000256072,0,0,0,0,0,7,0
ENSG00000256073,16,15,5,10,9,12,4
ENSG00000256075,0,0,1,0,0,0,0
ENSG00000256077,0,0,0,0,0,0,0
ENSG00000256079,4,0,0,0,0,0,0
ENSG00000256081,1,0,0,0,0,0,0
ENSG00000256083,0,0,0,0,0,0,0
ENSG00000256084,21,21,19,22,10,24,14
ENSG00000256085,0,0,0,0,0,0,0
ENSG00000256087,286,175,200,95,134,146,246
ENSG00000256091,1,0,0,0,0,0,0
ENSG00000256092,5,2,4,2,7,1,14
ENSG00000256093,0,0,0,0,0,0,0
ENSG00000256098,0,0,0,0,0,0,0
ENSG00000256100,0,0,0,0,0,0,0
ENSG00000256101,0,0,0,0,0,0,0
ENSG00000256103,0,0,0,0,0,0,0
ENSG00000256108,0,0,0,0,0,0,0
ENSG00000256115,0,0,0,0,0,0,0
ENSG00000256116,2,0,1,5,5,7,2
ENSG00000256120,92,36,57,12,107,32,75
ENSG00000256124,0,0,0,0,0,0,0
ENSG00000256125,0,0,0,0,0,0,0
ENSG00000256128,96,106,66,52,51,18,45
ENSG00000256134,1,11,0,0,0,0,2
ENSG00000256136,2,0,0,0,0,0,0
ENSG00000256137,0,0,0,0,0,0,0
ENSG00000256138,0,0,0,0,0,0,0
ENSG00000256139,6,12,4,0,0,0,2
ENSG00000256146,0,0,0,0,0,0,0
ENSG00000256148,0,0,0,0,0,0,0
ENSG00000256149,0,0,0,0,0,0,0
ENSG00000256150,0,0,0,0,0,0,0
ENSG00000256151,0,0,0,0,0,0,0
ENSG00000256152,0,0,0,0,0,0,0
ENSG00000256155,0,0,0,0,0,0,0
ENSG00000256157,0,0,0,0,0,0,0
ENSG00000256159,7,0,2,0,25,2,8
ENSG00000256162,0,0,0,0,0,0,0
ENSG00000256166,5,0,0,0,0,0,0
ENSG00000256167,0,1,0,0,3,0,2
ENSG00000256171,0,0,1,14,0,0,1
ENSG00000256172,0,0,0,0,0,0,0
ENSG00000256176,16,32,15,9,8,8,9
ENSG00000256181,0,0,0,0,0,0,0
ENSG00000256185,0,0,0,0,0,0,0
ENSG00000256188,12,8,23,21,0,5,17
ENSG00000256189,0,0,0,0,0,0,0
ENSG00000256192,0,0,0,0,0,0,0
ENSG00000256193,0,0,0,0,0,0,0
ENSG00000256195,0,0,0,0,0,0,0
ENSG00000256196,0,0,0,0,0,0,2
ENSG00000256197,0,0,0,0,0,0,0
ENSG00000256199,0,0,0,1,0,0,1
ENSG00000256204,0,0,0,0,0,0,0
ENSG00000256206,0,0,0,0,0,0,0
ENSG00000256209,0,0,0,0,0,0,0
ENSG00000256210,0,0,0,0,0,0,0
ENSG00000256211,0,2,1,1,0,1,0
ENSG00000256218,0,0,0,0,0,0,0
ENSG00000256220,0,0,0,0,0,0,0
ENSG00000256221,0,0,0,0,0,0,0
ENSG00000256222,3,7,25,16,20,32,4
ENSG00000256223,154,117,127,160,278,273,220
ENSG00000256226,0,1,0,0,0,15,2
ENSG00000256229,115,92,145,39,126,51,139
ENSG00000256232,0,0,0,0,0,0,0
ENSG00000256234,17,32,3,2,7,0,0
ENSG00000256235,35,48,14,62,14,42,38
ENSG00000256237,0,0,0,0,0,0,0
ENSG00000256238,1,5,0,5,6,5,2
ENSG00000256243,0,0,1,0,0,0,0
ENSG00000256249,0,0,0,1,0,0,0
ENSG00000256250,0,0,0,0,0,0,0
ENSG00000256254,0,0,0,0,0,0,0
ENSG00000256256,0,0,0,0,0,0,0
ENSG00000256258,0,0,0,0,0,0,0
ENSG00000256259,0,0,0,0,0,0,0
ENSG00000256262,17,5,2,12,15,20,10
ENSG00000256263,0,0,0,0,0,0,0
ENSG00000256268,0,0,0,0,0,0,0
ENSG00000256269,366,296,293,284,281,256,328
ENSG00000256271,6,0,1,1,3,0,1
ENSG00000256273,0,0,0,0,0,0,0
ENSG00000256274,50,37,22,0,34,26,36
ENSG00000256278,2,1,1,0,5,0,1
ENSG00000256280,1,5,0,0,0,1,0
ENSG00000256281,0,0,0,0,0,0,0
ENSG00000256282,0,0,0,11,0,0,1
ENSG00000256283,1,0,0,2,0,0,0
ENSG00000256285,0,0,0,0,0,0,0
ENSG00000256286,0,0,0,0,0,0,0
ENSG00000256287,0,0,0,0,0,0,0
ENSG00000256288,0,0,0,0,0,0,0
ENSG00000256292,0,0,0,0,0,0,0
ENSG00000256293,0,0,0,0,0,0,0
ENSG00000256294,266,84,186,55,164,59,108
ENSG00000256298,0,0,0,0,0,0,0
ENSG00000256299,0,0,0,0,0,0,0
ENSG00000256306,0,0,0,0,0,0,0
ENSG00000256310,0,0,0,0,0,0,0
ENSG00000256311,0,0,0,0,0,0,0
ENSG00000256312,0,0,0,0,0,0,0
ENSG00000256314,40,22,2,0,17,2,10
ENSG00000256315,0,1,0,0,0,0,2
ENSG00000256321,0,0,0,0,0,0,0
ENSG00000256325,16,6,11,0,2,6,6
ENSG00000256331,0,0,0,0,0,0,0
ENSG00000256338,0,3,0,0,3,0,0
ENSG00000256339,0,0,0,0,0,0,0
ENSG00000256340,0,0,0,0,0,0,0
ENSG00000256341,0,0,0,0,0,0,1
ENSG00000256343,0,0,0,0,0,0,0
ENSG00000256346,0,0,0,0,0,0,0
ENSG00000256347,0,0,0,0,0,0,0
ENSG00000256349,0,0,0,0,0,0,0
ENSG00000256350,0,0,0,0,0,0,0
ENSG00000256351,0,0,0,0,0,0,0
ENSG00000256353,0,0,0,0,0,0,0
ENSG00000256355,0,0,0,0,0,0,0
ENSG00000256356,2,1,2,0,2,0,1
ENSG00000256357,0,0,0,0,0,0,0
ENSG00000256358,0,0,0,0,0,0,0
ENSG00000256361,8,7,0,0,10,0,0
ENSG00000256362,0,0,0,0,0,0,0
ENSG00000256364,0,0,0,0,0,0,0
ENSG00000256371,0,0,0,0,0,0,0
ENSG00000256372,8,6,8,0,8,0,2
ENSG00000256377,24,0,0,0,19,2,0
ENSG00000256378,0,0,0,0,0,0,0
ENSG00000256379,0,0,0,0,0,0,0
ENSG00000256381,0,0,3,0,0,0,0
ENSG00000256385,0,0,0,2,0,1,0
ENSG00000256389,0,0,0,0,0,0,0
ENSG00000256393,14,7,7,5,22,6,9
ENSG00000256394,0,0,0,0,0,0,0
ENSG00000256399,0,0,0,0,0,0,0
ENSG00000256400,1,0,0,0,1,0,0
ENSG00000256403,0,0,0,0,0,0,0
ENSG00000256407,0,0,0,9,0,0,6
ENSG00000256417,0,0,0,0,0,0,0
ENSG00000256420,0,0,0,0,0,0,0
ENSG00000256422,0,0,0,0,0,0,0
ENSG00000256424,0,0,0,0,0,0,0
ENSG00000256427,0,1,0,0,0,0,0
ENSG00000256433,0,0,0,0,0,0,0
ENSG00000256436,14,0,1,1,8,8,5
ENSG00000256440,0,0,0,0,0,0,0
ENSG00000256441,0,0,0,0,0,0,0
ENSG00000256442,0,0,0,7,0,0,0
ENSG00000256443,0,0,0,0,0,0,0
ENSG00000256448,2,4,6,0,3,5,2
ENSG00000256450,0,0,0,0,0,0,0
ENSG00000256452,10,3,0,1,5,1,1
ENSG00000256453,0,0,0,0,0,0,0
ENSG00000256458,0,0,0,0,0,0,0
ENSG00000256462,0,0,0,0,0,0,0
ENSG00000256463,0,0,0,0,0,0,0
ENSG00000256464,1,20,14,0,3,5,12
ENSG00000256465,0,0,0,0,0,0,0
ENSG00000256469,0,0,0,0,0,0,0
ENSG00000256473,6,2,2,0,10,0,6
ENSG00000256474,0,0,0,0,0,0,0
ENSG00000256480,0,0,0,0,0,0,0
ENSG00000256481,0,0,0,0,0,0,0
ENSG00000256482,4,0,0,0,0,2,3
ENSG00000256484,0,0,0,0,0,0,0
ENSG00000256494,0,0,0,0,0,1,0
ENSG00000256496,0,0,0,0,0,0,0
ENSG00000256499,0,0,0,0,0,0,0
ENSG00000256500,0,0,0,0,0,0,0
ENSG00000256502,0,0,0,0,0,0,0
ENSG00000256504,3,0,0,0,6,0,0
ENSG00000256508,0,0,0,0,0,0,0
ENSG00000256512,0,0,0,0,0,0,0
ENSG00000256513,0,0,0,0,0,0,0
ENSG00000256514,0,0,0,0,0,0,0
ENSG00000256518,0,0,0,0,0,0,0
ENSG00000256525,757,627,673,626,923,584,745
ENSG00000256533,0,0,0,0,0,0,0
ENSG00000256537,225,224,187,217,173,306,216
ENSG00000256538,0,0,0,2,1,0,1
ENSG00000256540,0,0,0,0,0,0,0
ENSG00000256542,0,0,0,0,0,0,0
ENSG00000256546,0,0,0,0,0,0,0
ENSG00000256551,0,0,0,0,0,0,0
ENSG00000256552,0,0,0,0,0,0,0
ENSG00000256553,0,0,0,0,0,0,0
ENSG00000256557,0,0,0,0,0,0,0
ENSG00000256560,0,0,0,0,0,0,0
ENSG00000256563,4,0,0,0,1,0,0
ENSG00000256564,0,0,0,0,0,0,0
ENSG00000256566,0,0,0,0,0,0,0
ENSG00000256568,0,0,1,0,0,0,0
ENSG00000256569,0,0,0,0,0,0,0
ENSG00000256571,0,0,0,0,0,0,0
ENSG00000256574,42,46,109,14,60,41,82
ENSG00000256576,50,62,9,21,19,32,28
ENSG00000256577,0,0,0,0,0,0,0
ENSG00000256581,0,0,1,0,0,0,0
ENSG00000256582,30,29,10,4,52,87,29
ENSG00000256588,11,0,0,0,1,0,0
ENSG00000256589,0,0,0,0,0,0,0
ENSG00000256590,0,3,0,0,0,0,1
ENSG00000256591,0,7,24,21,74,24,13
ENSG00000256594,149,130,153,156,228,270,143
ENSG00000256596,0,0,0,0,0,0,0
ENSG00000256597,0,0,0,0,0,0,0
ENSG00000256603,1,0,0,0,0,0,0
ENSG00000256609,0,0,0,0,0,0,0
ENSG00000256612,0,0,1,16,0,0,5
ENSG00000256614,0,0,0,0,0,0,0
ENSG00000256615,0,0,0,0,0,0,0
ENSG00000256616,0,0,0,0,0,0,0
ENSG00000256618,1,1,1,3,1,0,1
ENSG00000256625,5,12,4,0,6,9,6
ENSG00000256626,0,0,0,0,0,0,0
ENSG00000256627,0,0,0,0,0,0,0
ENSG00000256628,39,75,19,31,38,3,23
ENSG00000256630,0,0,0,0,0,0,0
ENSG00000256632,0,0,0,0,0,0,0
ENSG00000256633,23,11,17,9,28,25,38
ENSG00000256637,0,0,0,0,0,0,0
ENSG00000256640,0,0,0,0,0,2,3
ENSG00000256642,0,0,0,0,1,0,0
ENSG00000256643,0,0,0,0,0,0,0
ENSG00000256646,5,0,0,0,0,0,0
ENSG00000256650,0,0,0,0,0,0,0
ENSG00000256651,0,0,0,0,0,0,0
ENSG00000256654,0,0,0,0,0,0,0
ENSG00000256657,2,5,6,0,8,0,4
ENSG00000256658,1,0,0,0,4,0,0
ENSG00000256659,0,0,0,0,0,0,0
ENSG00000256660,3,0,26,0,0,0,9
ENSG00000256661,0,0,0,0,0,0,0
ENSG00000256663,10,0,3,1,0,0,1
ENSG00000256664,0,0,0,0,0,0,0
ENSG00000256667,163,171,43,0,94,99,114
ENSG00000256670,0,0,0,0,0,0,0
ENSG00000256671,0,0,0,0,0,0,0
ENSG00000256672,0,0,0,0,2,0,1
ENSG00000256673,3,5,4,0,2,0,1
ENSG00000256674,0,0,0,0,0,0,0
ENSG00000256678,0,0,0,0,0,0,0
ENSG00000256681,23,0,4,5,3,25,11
ENSG00000256682,12,11,0,2,24,19,7
ENSG00000256683,384,256,165,259,357,514,297
ENSG00000256684,0,0,0,0,0,0,0
ENSG00000256686,0,0,0,0,0,0,0
ENSG00000256690,3,0,0,0,5,0,4
ENSG00000256691,0,0,0,0,0,0,0
ENSG00000256694,0,0,0,0,0,0,0
ENSG00000256695,0,0,0,0,0,0,0
ENSG00000256699,0,0,0,0,0,0,0
ENSG00000256704,0,0,0,0,0,0,0
ENSG00000256705,37,38,53,8,6,8,24
ENSG00000256706,1,8,1,1,2,0,5
ENSG00000256708,18,2,6,0,0,0,0
ENSG00000256709,0,0,0,0,0,0,0
ENSG00000256712,27,38,18,59,36,9,3
ENSG00000256713,0,0,0,0,0,0,0
ENSG00000256714,0,0,0,0,0,0,0
ENSG00000256717,0,0,0,0,0,0,0
ENSG00000256720,0,0,7,9,1,0,2
ENSG00000256721,0,0,0,0,0,0,0
ENSG00000256723,4,12,2,7,31,5,5
ENSG00000256732,13,0,0,0,0,0,0
ENSG00000256733,0,0,0,0,0,0,0
ENSG00000256734,0,0,0,0,0,0,0
ENSG00000256737,0,0,0,1,0,1,0
ENSG00000256739,5,1,4,0,0,0,0
ENSG00000256742,0,0,0,0,2,0,0
ENSG00000256745,9,2,10,4,7,11,7
ENSG00000256746,6,0,0,0,0,0,0
ENSG00000256747,0,0,0,0,0,0,0
ENSG00000256748,2,0,3,0,8,0,8
ENSG00000256750,0,0,0,0,0,0,0
ENSG00000256751,25,2,1,17,0,0,11
ENSG00000256752,0,0,0,0,0,0,0
ENSG00000256756,0,0,0,0,0,0,0
ENSG00000256757,0,2,0,0,0,0,2
ENSG00000256762,0,0,0,0,0,0,0
ENSG00000256769,0,0,0,0,0,0,0
ENSG00000256771,465,211,238,197,526,372,363
ENSG00000256774,0,0,0,0,0,0,0
ENSG00000256777,0,0,0,0,0,0,0
ENSG00000256779,0,0,0,1,0,0,0
ENSG00000256783,0,0,2,0,0,0,2
ENSG00000256789,15,16,12,0,15,0,3
ENSG00000256797,0,0,0,0,0,0,0
ENSG00000256799,0,0,0,0,0,0,0
ENSG00000256802,0,0,0,0,0,0,0
ENSG00000256803,0,0,0,0,0,0,0
ENSG00000256804,0,0,0,0,0,0,0
ENSG00000256806,43,52,78,55,65,67,89
ENSG00000256810,0,0,0,0,0,0,0
ENSG00000256811,0,0,0,0,0,0,1
ENSG00000256812,0,0,0,0,0,0,0
ENSG00000256813,0,0,0,0,0,0,0
ENSG00000256814,0,0,0,0,0,0,0
ENSG00000256817,6,0,0,0,0,0,1
ENSG00000256824,0,0,0,0,0,0,0
ENSG00000256825,0,0,0,0,0,0,0
ENSG00000256826,4,0,9,3,0,1,5
ENSG00000256827,2,0,0,0,0,0,0
ENSG00000256835,0,0,0,0,0,0,0
ENSG00000256837,0,0,0,0,0,0,0
ENSG00000256843,0,0,1,0,0,0,1
ENSG00000256844,0,0,0,0,0,0,0
ENSG00000256847,0,0,0,0,0,0,0
ENSG00000256849,0,0,0,0,2,0,0
ENSG00000256851,0,0,0,0,0,0,0
ENSG00000256852,0,0,0,0,0,0,0
ENSG00000256861,0,0,0,0,0,0,0
ENSG00000256862,8,9,3,5,8,0,15
ENSG00000256870,0,0,0,0,0,0,0
ENSG00000256875,0,0,3,0,0,0,4
ENSG00000256879,0,0,0,0,0,0,0
ENSG00000256884,0,0,0,0,0,0,0
ENSG00000256888,0,23,0,0,0,0,0
ENSG00000256892,0,0,0,0,0,0,0
ENSG00000256894,15,0,0,8,0,0,2
ENSG00000256896,0,0,0,0,0,0,0
ENSG00000256897,1,0,0,0,0,0,0
ENSG00000256898,0,3,0,0,1,8,1
ENSG00000256902,0,0,0,0,1,0,0
ENSG00000256904,0,0,0,0,0,0,0
ENSG00000256906,0,0,0,0,0,0,0
ENSG00000256912,0,7,0,0,2,0,0
ENSG00000256913,3,13,0,0,18,0,5
ENSG00000256915,0,0,0,0,0,0,0
ENSG00000256916,0,0,0,6,0,0,0
ENSG00000256917,0,0,0,0,0,0,0
ENSG00000256923,0,0,0,0,0,0,0
ENSG00000256925,0,0,0,0,0,0,0
ENSG00000256928,0,0,0,0,0,0,0
ENSG00000256937,0,0,0,0,0,0,0
ENSG00000256940,0,0,0,0,0,0,0
ENSG00000256943,0,0,0,0,0,0,0
ENSG00000256944,0,1,0,0,0,4,0
ENSG00000256947,0,0,0,0,0,0,0
ENSG00000256948,0,0,0,2,0,4,0
ENSG00000256950,0,1,0,0,0,0,0
ENSG00000256951,0,0,0,0,0,0,0
ENSG00000256955,0,0,0,0,0,0,0
ENSG00000256963,0,0,0,0,0,0,0
ENSG00000256966,0,0,0,0,0,0,0
